point_id,Morphology,Size,Class2,Type,Detail,Type2,Sample,No,Group,Year,Month,Day,Event
23,irregular,1.9,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
24,irregular,0.766,1,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
25,irregular,2.41,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
26,irregular,1.75,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
27,irregular,0.834,1,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
28,irregular,1.12,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
29,irregular,1.74,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
30,spherical,0.688,1,Carbonaceous,Mineral,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
31,irregular,1.77,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
32,cluster,1.67,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
33,irregular,1.09,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
34,irregular,1.52,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
35,irregular,1.13,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
36,irregular,0.857,1,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
37,irregular,1.19,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
38,cluster,1.06,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
39,cluster,2.24,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
40,irregular,1.02,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
41,cluster,1.02,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
42,irregular,1.11,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
43,cluster,2.31,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
44,irregular,2.11,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
45,cluster,1.8,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
46,cluster,0.908,1,Carbonaceous,n-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
47,irregular,1.15,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
48,irregular,1.54,2.5,sulfate,,Others,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
49,irregular,1.23,2.5,Carbonaceous,N-rich,Carbonaceous,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
50,cluster,1.66,2.5,N-rich,,N-rich,"8. Seosan (12.22, event)",8,Seosan,2020,12,22,Event
1,cluster,2.58,4,Transition metal,,Transition metal,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
2,spherical,1.26,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
3,irregular,0.926,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
4,irregular,2.08,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
5,irregular,1.16,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
6,irregular,1.53,2.5,Carbonaceous,Ca-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
7,irregular,1.11,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
8,cluster,0.828,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
9,cluster,0.685,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
10,irregular,0.861,1,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
11,irregular,0.716,1,N-rich,N-rich,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
12,cluster,1.78,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
13,irregular,0.951,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
14,cluster,1.84,2.5,Fly ash,,Others,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
15,irregular,0.672,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
16,spherical,1.04,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
17,irregular,1.2,2.5,Transition metal,,Transition metal,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
18,irregular,1.15,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
19,cluster,2.55,4,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
20,irregular,3.12,4,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
21,cluster,1.46,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
22,cluster,0.703,1,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
23,irregular,1.27,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
24,irregular,1.17,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
25,irregular,2.17,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
26,irregular,3.21,4,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
27,irregular,1.3,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
28,irregular,2.07,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
29,irregular,1.54,2.5,Mineral,,Mineral,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
30,irregular,2.72,4,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
31,irregular,2.3,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
32,irregular,2.57,4,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
33,irregular,2.28,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
34,irregular,1.1,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
35,irregular,0.944,1,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
36,cluster,0.79,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
37,irregular,1.18,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
38,spherical,0.71,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
39,irregular,1.27,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
40,irregular,0.816,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
41,irregular,2.28,2.5,Mineral,,Mineral,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
42,irregular,2.04,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
43,irregular,1.19,2.5,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
44,spherical,0.427,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
45,irregular,1.12,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
46,irregular,1.67,2.5,Carbonaceous,Calcium sulfate,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
47,irregular,1.47,2.5,Carbonaceous,S-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
48,irregular,0.929,1,N-rich,,N-rich,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
49,irregular,1.73,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
50,irregular,1.49,2.5,Carbonaceous,N-rich,Carbonaceous,"9. Seoul (12.23, event)",9,Seoul,2020,12,23,Event
